Input type,Input,Country/Region,Impact category,Units,Allocation,Value,Source,Product information
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Global warming potential,kg CO2-eq / kg,Mass,1.7,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Global warming potential,kg CO2-eq / kg,Gross energy content,1.57E+00,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Global warming potential,kg CO2-eq / kg,Economic,0.896,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Land use,m2a / kg,Mass,7.28E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Land use,m2a / kg,Gross energy content,6.72E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Land use,m2a / kg,Economic,3.76E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Marine eutrophication,kg N-eq / kg,Mass,5.32E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Marine eutrophication,kg N-eq / kg,Gross energy content,4.91E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Marine eutrophication,kg N-eq / kg,Economic,3.87E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Water consumption,m3 / kg,Mass,1.75E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Water consumption,m3 / kg,Gross energy content,1.62E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Alaska pollock",United States,Water consumption,m3 / kg,Economic,7.59E-03,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Freshwater eutrophication,kg P-eq / kg,Mass,6.59E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Freshwater eutrophication,kg P-eq / kg,Gross energy content,6.01E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Freshwater eutrophication,kg P-eq / kg,Economic,8.00E-07,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Global warming potential,kg CO2-eq / kg,Mass,7.93E+00,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Global warming potential,kg CO2-eq / kg,Gross energy content,7.32E+00,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Global warming potential,kg CO2-eq / kg,Economic,9.54E-01,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Land use,m2a / kg,Mass,3.50E-04,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Land use,m2a / kg,Gross energy content,3.30E-04,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Land use,m2a / kg,Economic,4.80E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Marine eutrophication,kg N-eq / kg,Mass,1.63E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Marine eutrophication,kg N-eq / kg,Gross energy content,1.50E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Marine eutrophication,kg N-eq / kg,Economic,4.06E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Water consumption,m3 / kg,Mass,9.80E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Water consumption,m3 / kg,Gross energy content,9.05E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Atlantic cod",Europe,Water consumption,m3 / kg,Economic,1.06E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Freshwater eutrophication,kg P-eq / kg,Mass,5.86E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Freshwater eutrophication,kg P-eq / kg,Gross energy content,5.42E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Freshwater eutrophication,kg P-eq / kg,Economic,7.38E-07,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Global warming potential,kg CO2-eq / kg,Mass,7.2,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Global warming potential,kg CO2-eq / kg,Gross energy content,6.52E+00,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Global warming potential,kg CO2-eq / kg,Economic,8.80E-01,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Land use,m2a / kg,Mass,0.00032,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Land use,m2a / kg,Gross energy content,2.90E-04,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Land use,m2a / kg,Economic,4.41E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Marine eutrophication,kg N-eq / kg,Mass,1.46E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Marine eutrophication,kg N-eq / kg,Gross energy content,1.34E-05,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Marine eutrophication,kg N-eq / kg,Economic,3.66E-06,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Water consumption,m3 / kg,Mass,0.0873,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Water consumption,m3 / kg,Gross energy content,8.06E-02,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Fishery by-product,"Fish by-product meal, Skipjack tuna",Global,Water consumption,m3 / kg,Economic,9.79E-03,"FEUD, Cashion et al., Agri-footprint",Rob's modeling
Livestock,Chicken by-product meal,Europe,Freshwater eutrophication,kg P-eq / kg,Mass,1.36E-03,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Freshwater eutrophication,kg P-eq / kg,Mass,0.00099,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Freshwater eutrophication,kg P-eq / kg,Gross energy content,1.15E-03,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,United States,Freshwater eutrophication,kg P-eq / kg,Gross energy content,1.03E-03,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,Europe,Freshwater eutrophication,kg P-eq / kg,Economic,7.90E-05,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Freshwater eutrophication,kg P-eq / kg,Economic,6.34E-05,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Global warming potential,kg CO2-eq / kg,Mass,9.50E+00,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Global warming potential,kg CO2-eq / kg,Mass,4.95,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Global warming potential,kg CO2-eq / kg,Gross energy content,7.54E+00,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,United States,Global warming potential,kg CO2-eq / kg,Gross energy content,4.80E+00,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,Europe,Global warming potential,kg CO2-eq / kg,Economic,5.14E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Global warming potential,kg CO2-eq / kg,Economic,3.47E-01,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Land use,m2a / kg,Mass,1.29E+01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Land use,m2a / kg,Mass,9.27,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Land use,m2a / kg,Gross energy content,1.12E+01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,United States,Land use,m2a / kg,Gross energy content,8.95E+00,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,Europe,Land use,m2a / kg,Economic,8.48E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Land use,m2a / kg,Economic,5.40E-01,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Marine eutrophication,kg N-eq / kg,Mass,1.57E-02,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Marine eutrophication,kg N-eq / kg,Mass,0.015,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Marine eutrophication,kg N-eq / kg,Gross energy content,1.37E-02,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,United States,Marine eutrophication,kg N-eq / kg,Gross energy content,1.56E-02,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,Europe,Marine eutrophication,kg N-eq / kg,Economic,9.30E-04,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Marine eutrophication,kg N-eq / kg,Economic,9.50E-04,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Water consumption,m3 / kg,Mass,4.15E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Water consumption,m3 / kg,Mass,0.378,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product meal,Europe,Water consumption,m3 / kg,Gross energy content,3.72E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,United States,Water consumption,m3 / kg,Gross energy content,3.89E-01,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product meal,Europe,Water consumption,m3 / kg,Economic,3.59E-02,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product meal,United States,Water consumption,m3 / kg,Economic,3.25E-02,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Freshwater eutrophication,kg P-eq / kg,Mass,1.36E-03,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Freshwater eutrophication,kg P-eq / kg,Mass,0.00099,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Freshwater eutrophication,kg P-eq / kg,Gross energy content,2.26E-03,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,United States,Freshwater eutrophication,kg P-eq / kg,Gross energy content,2.02E-03,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,Europe,Freshwater eutrophication,kg P-eq / kg,Economic,0.0002,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Freshwater eutrophication,kg P-eq / kg,Economic,0.00016,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Global warming potential,kg CO2-eq / kg,Mass,9.50E+00,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Global warming potential,kg CO2-eq / kg,Mass,4.95,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Global warming potential,kg CO2-eq / kg,Gross energy content,1.48E+01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,United States,Global warming potential,kg CO2-eq / kg,Gross energy content,9.42E+00,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,Europe,Global warming potential,kg CO2-eq / kg,Economic,1.32,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Global warming potential,kg CO2-eq / kg,Economic,0.893,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Land use,m2a / kg,Mass,1.29E+01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Land use,m2a / kg,Mass,9.27,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Land use,m2a / kg,Gross energy content,2.21E+01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,United States,Land use,m2a / kg,Gross energy content,1.76E+01,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,Europe,Land use,m2a / kg,Economic,2.18,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Land use,m2a / kg,Economic,1.39,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Marine eutrophication,kg N-eq / kg,Mass,1.57E-02,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Marine eutrophication,kg N-eq / kg,Mass,0.015,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Marine eutrophication,kg N-eq / kg,Gross energy content,2.68E-02,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,United States,Marine eutrophication,kg N-eq / kg,Gross energy content,3.07E-02,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,Europe,Marine eutrophication,kg N-eq / kg,Economic,0.00239,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Marine eutrophication,kg N-eq / kg,Economic,0.00244,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Water consumption,m3 / kg,Mass,4.15E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Water consumption,m3 / kg,Mass,0.378,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Chicken by-product oil,Europe,Water consumption,m3 / kg,Gross energy content,7.31E-01,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,United States,Water consumption,m3 / kg,Gross energy content,7.65E-01,"Agri-footprint 5, Pelletier, 2006",Adapted from Agri-footprint with literature
Livestock,Chicken by-product oil,Europe,Water consumption,m3 / kg,Economic,0.0922,"Agri-footprint 5, da Silva et al., 2014, Cesari et al., 2017",Rob's modeling
Livestock,Chicken by-product oil,United States,Water consumption,m3 / kg,Economic,0.0837,"Agri-footprint 5, Pelletier, 2006",Rob's modeling
Livestock,Pork blood meal,United States,Freshwater eutrophication,kg P-eq / kg,Mass,0.00362,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Freshwater eutrophication,kg P-eq / kg,Gross energy content,1.46E-03,"Agri-footprint 5, Thoma et al., 2015",Adapted from Agri-footprint with literature
Livestock,Pork blood meal,United States,Freshwater eutrophication,kg P-eq / kg,Economic,0.00019,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Global warming potential,kg CO2-eq / kg,Mass,16.2,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Global warming potential,kg CO2-eq / kg,Gross energy content,6.67E+00,"Agri-footprint 5, Thoma et al., 2015",Adapted from Agri-footprint with literature
Livestock,Pork blood meal,United States,Global warming potential,kg CO2-eq / kg,Economic,1.27,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Land use,m2a / kg,Mass,27,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Land use,m2a / kg,Gross energy content,1.07E+01,"Agri-footprint 5, Thoma et al., 2015",Adapted from Agri-footprint with literature
Livestock,Pork blood meal,United States,Land use,m2a / kg,Economic,1.35,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Marine eutrophication,kg N-eq / kg,Mass,0.0491,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Marine eutrophication,kg N-eq / kg,Gross energy content,2.01E-02,"Agri-footprint 5, Thoma et al., 2015",Adapted from Agri-footprint with literature
Livestock,Pork blood meal,United States,Marine eutrophication,kg N-eq / kg,Economic,0.00258,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Water consumption,m3 / kg,Mass,0.859,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Livestock,Pork blood meal,United States,Water consumption,m3 / kg,Gross energy content,3.65E-01,"Agri-footprint 5, Thoma et al., 2015",Adapted from Agri-footprint with literature
Livestock,Pork blood meal,United States,Water consumption,m3 / kg,Economic,0.0719,"Agri-footprint 5, Thoma et al., 2015",Rob's modeling
Soy,Soy protein concentrate,Brazil,Freshwater eutrophication,kg P-eq / kg,Mass,0.0008,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Mass"
Soy,Soy protein concentrate,Brazil,Freshwater eutrophication,kg P-eq / kg,Gross energy content,0.00072,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Energy"
Soy,Soy protein concentrate,Brazil,Freshwater eutrophication,kg P-eq / kg,Economic,0.00088,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Economic"
Soy,Soy protein concentrate,Brazil,Global warming potential,kg CO2-eq / kg,Mass,6.28,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Mass"
Soy,Soy protein concentrate,Brazil,Global warming potential,kg CO2-eq / kg,Gross energy content,5.6,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Energy"
Soy,Soy protein concentrate,Brazil,Global warming potential,kg CO2-eq / kg,Economic,6.9,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Economic"
Soy,Soy protein concentrate,Brazil,Land use,m2a / kg,Mass,3.84,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-concentrate, at processing/BR Mass"
Soy,Soy protein concentrate,Brazil,Land use,m2a / kg,Gross energy content,3.42,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-concentrate, at processing/BR Energy"
Soy,Soy protein concentrate,Brazil,Land use,m2a / kg,Economic,4.21,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-concentrate, at processing/BR Economic"
Soy,Soy protein concentrate,Brazil,Marine eutrophication,kg N-eq / kg,Mass,0.00168,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Mass"
Soy,Soy protein concentrate,Brazil,Marine eutrophication,kg N-eq / kg,Gross energy content,0.00149,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Energy"
Soy,Soy protein concentrate,Brazil,Marine eutrophication,kg N-eq / kg,Economic,0.00184,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Economic"
Soy,Soy protein concentrate,Brazil,Water consumption,m3 / kg,Mass,0.0798,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Mass"
Soy,Soy protein concentrate,Brazil,Water consumption,m3 / kg,Gross energy content,0.0826,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Energy"
Soy,Soy protein concentrate,Brazil,Water consumption,m3 / kg,Economic,0.106,"Agri-footprint 5, ReCiPe characterization","Soybean protein-concentrate, at processing/BR Economic"
Soy,Soy protein isolate,United States,Freshwater eutrophication,kg P-eq / kg,Mass,0.00023,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Mass"
Soy,Soy protein isolate,United States,Freshwater eutrophication,kg P-eq / kg,Gross energy content,0.0001,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Energy"
Soy,Soy protein isolate,United States,Freshwater eutrophication,kg P-eq / kg,Economic,0.00032,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Economic"
Soy,Soy protein isolate,United States,Global warming potential,kg CO2-eq / kg,Mass,0.735,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Mass"
Soy,Soy protein isolate,United States,Global warming potential,kg CO2-eq / kg,Gross energy content,0.475,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Energy"
Soy,Soy protein isolate,United States,Global warming potential,kg CO2-eq / kg,Economic,1.01,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Economic"
Soy,Soy protein isolate,United States,Land use,m2a / kg,Mass,5.22,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-isolate, at processing/US Mass"
Soy,Soy protein isolate,United States,Land use,m2a / kg,Gross energy content,2.35,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-isolate, at processing/US Energy"
Soy,Soy protein isolate,United States,Land use,m2a / kg,Economic,7.4,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean protein-isolate, at processing/US Economic"
Soy,Soy protein isolate,United States,Marine eutrophication,kg N-eq / kg,Mass,0.0026,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Mass"
Soy,Soy protein isolate,United States,Marine eutrophication,kg N-eq / kg,Gross energy content,0.00117,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Energy"
Soy,Soy protein isolate,United States,Marine eutrophication,kg N-eq / kg,Economic,0.00369,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Economic"
Soy,Soy protein isolate,United States,Water consumption,m3 / kg,Mass,0.441,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Mass"
Soy,Soy protein isolate,United States,Water consumption,m3 / kg,Gross energy content,0.367,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Energy"
Soy,Soy protein isolate,United States,Water consumption,m3 / kg,Economic,0.522,"Agri-footprint 5, ReCiPe characterization","Soybean protein-isolate, at processing/US Economic"
Soy,Soybean meal,Brazil,Freshwater eutrophication,kg P-eq / kg,Mass,0.00072,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Mass"
Soy,Soybean meal,United States,Freshwater eutrophication,kg P-eq / kg,Mass,0.00017,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Mass"
Soy,Soybean meal,Brazil,Freshwater eutrophication,kg P-eq / kg,Gross energy content,0.0006,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Energy"
Soy,Soybean meal,United States,Freshwater eutrophication,kg P-eq / kg,Gross energy content,0.00014,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Energy"
Soy,Soybean meal,Brazil,Freshwater eutrophication,kg P-eq / kg,Economic,0.00056,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Economic"
Soy,Soybean meal,United States,Freshwater eutrophication,kg P-eq / kg,Economic,0.00013,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Economic"
Soy,Soybean meal,Brazil,Global warming potential,kg CO2-eq / kg,Mass,5.65,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Mass"
Soy,Soybean meal,United States,Global warming potential,kg CO2-eq / kg,Mass,0.245,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Mass"
Soy,Soybean meal,Brazil,Global warming potential,kg CO2-eq / kg,Gross energy content,4.68,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Energy"
Soy,Soybean meal,United States,Global warming potential,kg CO2-eq / kg,Gross energy content,0.204,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Energy"
Soy,Soybean meal,Brazil,Global warming potential,kg CO2-eq / kg,Economic,4.44,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/BR Economic"
Soy,Soybean meal,United States,Global warming potential,kg CO2-eq / kg,Economic,0.193,"Agri-footprint 5, ReCiPe characterization","Soybean meal (solvent), market mix, at regional storage/US Economic"
Soy,Soybean meal,Brazil,Land use,m2a / kg,Mass,3.5,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean meal (solvent), market mix, at regional storage/BR Mass"
Soy,Soybean meal,United States,Land use,m2a / kg,Mass,3.85,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean meal (solvent), market mix, at regional storage/US Mass"
Soy,Soybean meal,Brazil,Land use,m2a / kg,Gross energy content,2.9,"Agri-footprint 5, ReCiPe characterization, corrected land use characterization factors","Soybean meal (solvent), market mix, at regional storage/BR Energy"
